LAMMPS data file via write_data, version 2 Aug 2023, timestep = 1, units = real

39 atoms
2 atom types

-25.0 25.0 xlo xhi
-25.0 25.0 ylo yhi
-25.0 25.0 zlo zhi

Masses #2=free C, 3=adsorbed C, 4=network C

1 58.693 # ni_m
2 12.011 # C_m

Atoms # full

2 1 1 -1.27675647831893e-15 -1.7620267868916428 7.122920657070156e-21 -3.5240695336054983 0 0 0
3 1 1 -1.568190022283034e-15 3.57135327389212e-20 -1.7620267868916428 -3.5240695336054983 0 0 0
4 1 1 1.332267629550188e-15 1.7620267868916428 -1.9785890714083768e-21 -3.5240695336054983 0 0 0
5 1 1 2.706168622523819e-15 -1.780730164267539e-21 1.7620267868916428 -3.5240695336054983 0 0 0
6 1 1 2.359223927328458e-15 -1.7620267868916428 -3.5240695336054983 -1.8301948910527484e-20 0 0 0
7 1 1 1.318389841742373e-15 1.0684380985605235e-20 -3.5240695336054983 -1.7620267868916428 0 0 0
8 1 1 4.191091917959966e-15 1.7620267868916428 -3.5240695336054983 1.0882239892746073e-20 0 0 0
27 1 1 6.675215935558754e-15 -1.6818007106971202e-21 -3.5240695336054983 1.7620267868916428 0 0 0
9 1 1 4.399258735077183e-15 -3.5240695336054983 -1.7620267868916428 -5.342190492802617e-21 0 0 0
10 1 1 1.762479051592436e-15 -3.5240695336054983 1.0684380985605235e-20 -1.7620267868916428 0 0 0
19 1 1 7.466249840604178e-15 -3.5240695336054983 1.7620267868916428 2.3545209949759684e-20 0 0 0
28 1 1 6.980527267330672e-15 -3.5240695336054983 1.0684380985605235e-20 1.7620267868916428 0 0 0
1 1 1 1.174407793236298e-15 1.7620233821932738 1.7620233821932738 1.7620233821932738 0 0 0
11 1 1 -1.413452688225902e-14 -1.7620233821932738 -1.7620233821932738 -1.7620233821932738 0 0 0
12 1 1 -1.681987882307112e-14 -1.7619711176344073 -1.5235135849844502e-20 -1.5432994756985338e-20 0 0 0
13 1 1 -2.122607645205221e-14 3.8681416346033764e-20 -1.7619711176344073 3.20531429568157e-20 0 0 0
14 1 1 -2.290528877679776e-14 3.818676907818167e-20 6.35127091922089e-20 -1.7619711176344073 0 0 0
15 1 1 -1.352216949523921e-14 1.7620233821932738 -1.7620233821932738 -1.7620233821932738 0 0 0
16 1 1 -1.667416205108907e-14 1.7619711176344073 -1.5432994756985338e-20 3.3636014213942405e-21 0 0 0
20 1 1 -1.049160758270773e-14 -1.7620233821932738 1.7620233821932738 -1.7620233821932738 0 0 0
22 1 1 -1.473127175799505e-14 -2.5227010660456804e-20 1.7619711176344073 -3.1657425142534027e-21 0 0 0
24 1 1 -9.778636234081262e-15 1.7620233821932738 1.7620233821932738 -1.7620233821932738 0 0 0
29 1 1 -4.111294638065033e-15 -1.7620233821932738 -1.7620233821932738 1.7620233821932738 0 0 0
32 1 1 -1.142835825973521e-14 0 -2.5325940114027222e-20 1.7619711176344073 0 0 0
33 1 1 -3.150257832373882e-15 1.7620233821932738 -1.7620233821932738 1.7620233821932738 0 0 0
36 1 1 -7.580741590018647e-16 -1.7620233821932738 1.7620233821932738 1.7620233821932738 0 0 0
17 1 1 7.147060721024445e-15 3.524069533605499 -1.7620267868916428 1.1080098799886909e-20 0 0 0
18 1 1 3.386180225106727e-15 3.524069533605499 -1.444370022128115e-20 -1.7620267868916428 0 0 0
26 1 1 9.617306950815419e-15 3.524069533605499 1.7620267868916428 1.1080098799886909e-20 0 0 0
35 1 1 1.028344076559051e-14 3.524069533605499 -1.5828712571267014e-21 1.7620267868916428 0 0 0
21 1 1 9.325873406851315e-15 -1.7620267868916428 3.524069533605499 1.0882239892746073e-20 0 0 0
23 1 1 6.494804694057166e-15 -1.2662970057013611e-20 3.524069533605499 -1.7620267868916428 0 0 0
25 1 1 9.728329253277934e-15 1.7620267868916428 3.524069533605499 1.0882239892746073e-20 0 0 0
38 1 1 1.287858708565182e-14 1.4839418035562824e-22 3.524069533605499 1.7620267868916428 0 0 0
30 1 1 1.27675647831893e-14 -1.7620267868916428 -1.2662970057013611e-20 3.524069533605499 0 0 0
31 1 1 1.271205363195804e-14 1.2662970057013611e-20 -1.7620267868916428 3.524069533605499 0 0 0
34 1 1 1.297573160030652e-14 1.7620267868916428 0 3.524069533605499 0 0 0
37 1 1 1.457167719820518e-14 1.2662970057013611e-20 1.7620267868916428 3.524069533605499 0 0 0
39 2 2 0.000000    10.000000000     0.000000000     0.000000000   0   0   0 # C
